Grundstueck in qm;Grundstuecksform;Steigung;Bezirk;Zone;Lage;Typ;Zustand;Gebaut;Renoviert;Zustand Fassade;Kellerflaeche in qm;Heizung;Heizungsqualitaet;Klimaanlage;Erster Stock in qm;Zweiter Stock in qm;Wohnflaeche in qm;Schlafzimmer;Kuechen;Kuechenqualitaet;Raeume;Garage Typ;Garagenkapazitaet;Pool;Verkaufsmonat;Verkaufsjahr;Preis
585;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2044;2131;3;69;GasA;Ex;Y;69;69;138;3;1;3;9;NA;0;NA;6;2138;128000
426;Reg;Nein;North East;RL;Norm;RMH;5;2136;2136;3;144;GasA;Ex;Y;144;0;144;2;1;4;6;Anbau;2;NA;8;2137;209500
573;IR1;Nein;Somerset;RL;Norm;1Fam;6;2097;2097;3;81;GasA;Ty;Y;84;0;84;3;1;3;6;Anbau;1;NA;8;2137;125500
707;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2035;2080;3;69;GasA;Gut;Y;66;62;128;2;1;3;7;Freistehend;1;NA;3;2136;96900
377;Reg;Nein;New Gotham;RH;Norm;REH;5;2128;2128;3;67;GasA;Ex;Y;71;0;71;1;1;3;4;Anbau;1;NA;6;2137;133000
553;IR1;Ja;The Bowery;RL;Norm;REH;5;2119;2119;3;124;GasA;Gut;Y;124;0;124;2;1;4;5;Anbau;2;NA;4;2138;188500
176;Reg;Nein;Novick District;RM;Norm;RMH;7;2102;2102;3;46;GasA;Ex;Y;46;50;96;3;1;3;6;Freistehend;1;NA;7;2136;116000
1217;IR1;Nein;New Gotham;RL;Norm;2Fam;5;2095;2095;3;161;GasA;Ty;Y;161;0;161;6;2;3;10;Freistehend;2;NA;11;2138;142600
1218;IR1;Nein;North West;RL;Bahn;2FamAn;6;2102;2102;3;107;GasA;Ex;Y;111;0;111;2;1;3;6;Anbau;2;NA;7;2136;146500
667;Reg;Nein;Somerset West;RL;Norm;REH;5;2114;2114;3;69;GasA;Ty;Y;70;0;70;2;1;3;4;Anbau;1;NA;2;2140;125000
580;Reg;Nein;Dixon Side;RM;Norm;1Fam;5;2068;2080;3;80;GasA;Gut;Y;80;51;131;3;1;3;6;Freistehend;2;NA;3;2137;126000
1571;Reg;Nein;Tricorner;RL;Norm;1Fam;6;2089;2089;4;125;GasA;Gut;Y;123;0;123;2;1;3;5;Anbau;1;NA;7;2137;170000
911;Reg;Nein;Tricorner;RL;Norm;1Fam;5;2136;2137;3;33;GasA;Gut;Y;66;68;134;3;1;3;6;Eingebaut;2;NA;4;2138;172500
637;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2086;2086;3;94;GasA;Ex;Y;94;0;94;3;1;2;6;Freistehend;1;NA;12;2137;131000
1195;IR1;Nein;Burnley;RL;Norm;1Fam;5;2132;2132;3;131;GasA;Ex;Y;131;0;131;1;1;4;4;Anbau;2;NA;7;2137;245000
1068;IR1;Nein;Grand Park;RL;Norm;1Fam;3;2087;2087;4;0;GasA;Ex;N;79;0;79;3;1;3;5;Freistehend;1;NA;1;2139;84000
757;Reg;Nein;Old Gotham;RL;Norm;1Fam;8;2030;2133;4;38;GasA;Gut;Y;67;30;97;2;1;3;6;Freistehend;1;NA;5;2139;114000
1003;Reg;Nein;Old Gotham;RL;Norm;1Fam;7;2050;2080;3;67;GasA;Ty;N;79;0;79;2;1;4;4;Freistehend;2;NA;6;2139;106000
858;IR1;Nein;New Gotham;RL;Norm;1Fam;8;2089;2128;3;92;GasA;Ty;Y;92;0;92;3;1;4;6;Anbau;1;NA;6;2139;149500
1129;IR3;Nein;New Gotham;RL;Pos;1Fam;3;2100;2100;3;154;GasA;Gut;Y;154;0;154;3;1;3;7;Anbau;2;NA;3;2137;163500
1038;IR2;Nein;Tricorner;RL;Norm;1Fam;5;2120;2121;3;113;GasA;Ex;Y;121;113;234;4;1;3;8;Anbau;2;NA;4;2136;250000
639;Reg;Nein;Grand Park;RL;Norm;2Fam;3;2085;2085;3;0;GasA;Ty;N;107;0;107;2;2;2;6;NA;0;NA;9;2137;61500
725;Reg;Ja;Grand Park;RL;Norm;1Fam;8;2078;2132;4;83;GasA;Ex;Y;103;83;187;3;1;5;8;Anbau;1;NA;8;2136;225000
669;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2102;2130;3;80;GasA;Gut;Y;80;0;80;3;1;5;5;Freistehend;2;NA;9;2137;127000
669;Reg;Nein;Old Gotham;RL;Norm;1Fam;8;2045;2080;5;62;GasA;Ex;Y;72;76;148;3;1;3;7;Freistehend;2;NA;4;2136;155500
248;Reg;Nein;Paris Island;RM;Norm;REH;7;2106;2106;3;51;GasA;Ty;Y;86;51;137;4;1;3;6;Anbau;1;NA;5;2138;129500
894;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2137;2137;3;126;GasA;Ex;Y;126;0;126;3;1;4;6;Anbau;2;NA;6;2138;193000
724;IR1;Nein;Somerset;RL;Bahn;1Fam;8;2093;2125;4;85;GasA;Ex;Y;85;0;85;3;1;4;6;Anbau;1;NA;10;2139;129000
1093;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2076;2125;3;71;GasA;Ex;Y;71;40;111;3;1;3;6;Freistehend;1;NA;5;2138;130500
1236;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2086;2130;3;86;GasA;Ty;Y;86;0;86;2;1;3;4;Anbau;1;NA;6;2137;132000
2016;IR1;Nein;City Hall;RL;Norm;1Fam;9;2118;2137;4;82;GasA;Ex;Y;156;0;156;3;1;4;5;Anbau;2;NA;12;2139;222000
637;Reg;Ja;Dixon Side;RL;Norm;1Fam;7;2055;2124;4;70;GasA;Ty;N;85;13;98;1;1;3;6;Freistehend;1;NA;8;2137;136500
871;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;119;GasA;Ex;Y;119;82;202;3;1;4;7;Anbau;2;NA;8;2137;228500
822;Reg;Nein;Somerst;RL;Norm;1Fam;5;2135;2135;3;143;GasA;Ex;Y;143;0;143;3;1;4;7;Anbau;2;NA;12;2137;260000
1037;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2098;2098;3;196;GasA;Ex;Y;196;0;196;3;1;5;8;Anbau;2;NA;4;2140;244000
1380;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2087;2087;3;101;GasA;Ty;Y;101;0;101;2;1;3;6;Anbau;1;NA;5;2136;141000
1419;IR1;Nein;North East;RL;Norm;1Fam;5;2133;2133;3;228;GasA;Ex;Y;228;0;228;3;1;5;10;Anbau;3;NA;7;2139;445000
968;Reg;Nein;North West;RL;Norm;1Fam;5;2118;2118;3;91;GasA;Ty;Y;91;68;159;3;1;3;7;Anbau;2;NA;3;2140;196500
138;Reg;Nein;Paris Island;RM;Norm;REH;4;2102;2102;3;51;GasA;Ty;Y;51;51;101;3;1;3;5;Anbau;1;NA;5;2136;79400
815;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2135;2135;3;109;GasA;Ex;Y;111;0;111;2;1;4;5;Anbau;2;NA;10;2137;173500
922;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2084;2084;3;98;GasA;Ty;Y;99;0;99;3;1;3;6;Anbau;1;NA;2;2140;128000
726;IR1;Ja;City Hall;RL;Norm;1Fam;6;2060;2133;4;86;GasA;Ex;Y;114;49;163;4;1;4;7;Freistehend;1;NA;11;2137;188000
1265;IR1;Ja;North East;RL;Norm;1Fam;5;2136;2136;3;167;GasA;Ex;Y;167;0;167;3;1;5;7;Anbau;3;NA;6;2137;372000
1003;Reg;Nein;Old Gotham;RL;Norm;2FamAn;7;2030;2130;3;0;GasA;Ty;N;64;56;120;3;2;3;7;NA;0;NA;8;2138;106250
1076;Reg;Nein;North East;RL;Norm;1Fam;5;2138;2138;3;161;GasA;Ex;Y;161;0;161;3;1;5;7;Anbau;3;NA;7;2139;360000
842;Reg;Nein;Water District;RM;Norm;1Fam;5;2087;2087;3;90;GasA;Gut;Y;90;62;152;4;1;4;6;Freistehend;1;NA;4;2136;139000
840;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2135;2135;3;71;GasA;Ex;Y;71;71;143;3;1;4;6;Anbau;2;NA;6;2137;167000
780;IR1;Nein;Somerset;RL;Norm;1Fam;5;2097;2097;4;88;GasA;Ty;Y;88;0;88;2;1;3;5;Freistehend;2;NA;6;2137;134500
656;Reg;Nein;Somerset;RL;Norm;1Fam;6;2107;2107;3;91;GasA;Ty;Y;91;0;91;3;1;3;6;Freistehend;2;NA;7;2139;135000
1271;IR1;Nein;Grand Park;RL;Norm;1Fam;5;2085;2085;3;0;GasA;Ex;Y;161;0;161;4;1;3;8;Anbau;2;NA;6;2139;139600
1079;Reg;Nein;Somerset;RL;Norm;1Fam;5;2092;2092;3;101;GasA;Ty;Y;101;0;101;3;1;3;6;Anbau;1;NA;9;2139;139000
1049;Reg;Nein;Somerset West;RL;Norm;1Fam;6;2119;2119;3;75;GasA;Gut;Y;109;75;184;3;1;4;7;Anbau;2;NA;1;2137;228500
777;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2134;2134;3;74;GasA;Ex;Y;74;78;152;3;1;4;6;Anbau;2;NA;12;2138;173000
780;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2135;2135;3;73;GasA;Ex;Y;73;77;150;3;1;4;6;Anbau;2;NA;3;2136;195800
280;Reg;Nein;Upper West;RL;Norm;REH;5;2135;2135;3;127;GasA;Ex;Y;140;0;140;2;1;4;6;Anbau;2;NA;4;2136;213490
759;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2084;2102;3;87;GasA;Ex;Y;93;44;137;4;1;3;7;Freistehend;1;NA;5;2138;135000
248;Reg;Nein;Paris Island;RM;Norm;REH;6;2106;2106;3;25;GasA;Ty;Y;57;64;121;3;1;3;4;Eingebaut;1;NA;6;2138;115000
501;IR1;Nein;The Bowery;RL;Norm;REH;5;2125;2126;3;148;GasA;Ex;Y;150;0;150;2;1;4;5;Anbau;2;NA;3;2140;236500
890;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2075;2080;3;72;GasA;Ty;Y;82;28;110;3;1;3;5;Freistehend;1;NA;5;2136;120000
1133;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2130;2131;3;86;GasA;Ex;Y;86;83;169;3;1;4;6;Anbau;2;NA;5;2138;235000
646;IR1;Nein;ChinaTown;RL;Norm;1Fam;7;2109;2109;3;85;GasA;Ty;Y;85;0;85;2;1;3;5;Anbau;2;NA;10;2139;134900
372;Reg;Nein;City Hall;RL;Norm;1Fam;8;2060;2125;3;49;GasA;Ty;Y;53;49;102;2;1;3;5;Freistehend;1;NA;6;2137;148500
838;IR1;Nein;Miller;RL;Norm;1Fam;5;2134;2134;3;73;GasA;Ex;Y;76;65;141;3;1;4;8;Anbau;2;NA;7;2138;179000
366;Reg;Nein;Upper West;RM;Norm;REH;5;2134;2134;3;129;GasA;Ex;Y;146;0;146;2;1;4;7;Anbau;3;NA;5;2138;219990
879;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2100;2120;3;86;GasA;Ty;Y;132;0;132;3;1;3;7;Freistehend;2;NA;9;2137;155000
1165;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2101;2138;3;100;GasA;Ex;Y;100;0;100;3;1;3;6;Anbau;2;NA;4;2140;149900
716;IR1;Nein;Somerset;RL;Norm;1Fam;8;2108;2108;3;42;GasA;Ex;Y;96;0;96;3;1;3;6;TG;2;NA;5;2138;153000
996;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2089;2089;3;116;GasA;Ex;Y;116;0;116;3;1;4;7;Freistehend;2;NA;10;2138;142000
227;Reg;Nein;North East;RL;Norm;RMH;5;2133;2134;3;71;GasA;Ex;Y;71;80;151;2;1;4;6;Eingebaut;2;NA;10;2138;154000
1987;Reg;Nein;Dixon Side;RL;Norm;1Fam;6;2053;2134;3;123;GasA;Ex;Y;100;47;146;3;1;4;6;Anbau;2;NA;5;2139;223500
628;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2136;2136;3;110;GasA;Ex;Y;112;0;112;2;1;4;6;Anbau;2;NA;2;2140;206000
641;Reg;Nein;Water District;RM;Norm;1Fam;6;2070;2085;3;69;GasA;Ex;Y;72;0;72;2;1;3;4;Freistehend;1;NA;2;2138;120500
895;IR1;Nein;Grand Park;RL;Norm;1Fam;6;2107;2107;3;96;GasA;Ty;Y;104;0;104;3;1;3;6;Anbau;2;NA;11;2138;147000
808;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2127;2128;3;132;GasA;Ex;Y;132;0;132;3;1;4;5;Anbau;2;NA;5;2138;226001
907;Reg;Nein;New Gotham;RL;Norm;1Fam;8;2094;2123;3;76;GasA;Gut;Y;95;77;172;3;1;4;7;Anbau;2;NA;7;2137;187000
1429;IR1;Nein;North West;RL;Norm;1Fam;7;2097;2097;3;151;GasA;Ex;Y;151;0;151;4;1;4;8;Anbau;2;NA;8;2138;215000
884;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2092;2115;3;105;GasA;Ex;Y;112;0;112;3;1;3;6;Anbau;1;NA;5;2136;147000
1040;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2130;3;131;GasA;Ex;Y;135;45;180;3;1;4;7;Anbau;2;NA;11;2136;230500
942;IR1;Nein;Miller;RL;Norm;1Fam;5;2128;2128;3;77;GasA;Gut;Y;82;77;160;3;1;3;7;Anbau;2;NA;12;2139;185000
342;Reg;Nein;Upper West;RL;Norm;REH;5;2137;2137;3;128;GasA;Ex;Y;144;0;144;2;1;4;7;Anbau;3;NA;6;2139;174000
817;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2130;3;88;GasA;Ex;Y;91;119;210;4;1;4;8;Eingebaut;2;NA;4;2139;236000
412;Reg;Nein;ChinaTown;RM;Norm;REH;5;2133;2133;3;79;GasA;Ex;Y;79;0;79;1;1;4;3;Anbau;2;NA;3;2138;136500
1125;Reg;Nein;Grand Park;RL;Norm;2Fam;4;2085;2085;3;134;GasA;Ty;N;134;0;134;4;2;2;8;NA;0;NA;9;2138;118000
750;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2088;2088;3;145;GasA;Ty;Y;145;0;145;4;2;3;8;Freistehend;2;NA;12;2137;128600
819;Reg;Nein;Somerset;RL;Str;1Fam;6;2093;2093;3;104;GasA;Ty;Y;104;0;104;3;1;3;5;Freistehend;2;NA;6;2139;139000
707;Reg;Nein;City Hall;RL;Norm;1Fam;9;2055;2127;4;74;GasA;Ex;Y;74;66;140;3;1;4;7;Freistehend;1;NA;6;2138;231000
825;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2118;2118;3;86;GasA;Ex;Y;88;86;174;3;1;4;7;Anbau;2;NA;5;2137;207000
613;Reg;Nein;Old Gotham;RM;Norm;1Fam;4;2022;2095;3;92;GasA;Ty;N;128;92;220;4;2;3;11;Anbau;1;NA;12;2139;107500
930;Reg;Nein;Burnley;RL;Norm;1Fam;5;2104;2105;3;129;GasA;Gut;Y;129;0;129;2;1;3;6;Anbau;2;NA;4;2136;170000
823;Reg;Nein;Dixon Side;RL;Norm;1Fam;6;2046;2080;3;88;WP;Ud;N;88;0;88;2;1;2;4;Freistehend;1;NA;5;2139;121000
996;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2089;2089;3;112;GasA;Ud;Y;112;0;112;3;1;3;6;Anbau;1;NA;5;2140;108538
792;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2053;2080;3;58;GasA;Ty;Y;74;0;74;2;1;3;5;Freistehend;1;NA;2;2139;99500
838;IR1;Nein;Somerset West;RL;Bahn;1Fam;5;2124;2124;3;59;GasA;Ex;Y;59;64;123;3;1;4;6;Anbau;2;NA;7;2136;150000
932;Reg;Nein;Somerst;RL;Str;1Fam;5;2136;2137;3;136;GasA;Ex;Y;136;0;136;3;1;4;6;Anbau;2;NA;8;2138;247000
772;Reg;Nein;Burnley;RL;Norm;1Fam;7;2112;2112;3;76;GasA;Ty;Y;76;0;76;2;1;3;5;Anbau;1;NA;6;2137;124500
1313;IR1;Nein;Miller;RL;Norm;1Fam;5;2126;2127;3;125;GasA;Gut;Y;129;0;129;3;1;4;7;Anbau;2;NA;11;2138;177900
1334;IR1;Ja;Somerset West;RL;Norm;1Fam;5;2118;2119;3;107;GasA;Ex;Y;110;82;192;3;1;3;7;Anbau;2;NA;4;2137;277000
669;Reg;Ja;ChinaTown;RL;Norm;1Fam;8;2102;2102;3;80;GasA;Ex;Y;80;0;80;3;1;3;5;Freistehend;1;NA;3;2136;119900
942;Reg;Nein;North West;RL;Norm;1Fam;6;2104;2129;3;97;GasA;Ud;Y;122;0;122;3;1;4;5;Anbau;2;1;1;2136;181000
1652;IR1;Nein;DiamondDistrict;RL;Norm;1Fam;5;2111;2111;3;229;GasA;Gut;Y;232;0;232;2;1;4;7;Anbau;2;NA;3;2137;373000
847;Reg;Nein;Dixon Side;RL;Norm;1Fam;6;2055;2080;4;95;GasA;Ex;Y;105;64;169;4;1;3;8;Freistehend;1;NA;6;2138;184000
970;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2040;2111;3;41;GasA;Gut;Y;63;51;114;2;1;3;5;Freistehend;2;NA;5;2139;110000
177;Reg;Nein;Paris Island;RM;Norm;REH;4;2100;2100;3;51;GasA;Ex;Y;51;51;101;3;1;3;5;NA;0;NA;6;2140;88250
1104;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2126;2126;3;140;GasA;Ex;Y;140;0;140;3;1;4;6;Anbau;2;NA;6;2139;203000
780;Reg;Nein;New Gotham;RL;Str;1Fam;5;2098;2098;3;98;GasA;Gut;Y;98;0;98;3;1;3;5;Anbau;1;NA;11;2136;138500
1000;IR1;Nein;DiamondDistrict;RL;Norm;1Fam;8;2106;2134;4;134;GasA;Ty;Y;134;0;134;3;1;4;6;Anbau;2;NA;7;2137;218000
601;Reg;Nein;North East;RL;Norm;REH;5;2138;2138;3;135;GasA;Ex;Y;135;0;135;2;1;5;6;Anbau;2;NA;4;2139;248500
417;Reg;Nein;Old Gotham;RM;Str;1Fam;7;2050;2080;3;87;GasA;Ty;Y;87;0;87;2;1;3;5;NA;0;NA;5;2140;109500
285;Reg;Nein;Upper West;RM;Norm;REH;5;2134;2134;3;127;GasA;Ex;Y;144;0;144;2;1;4;7;Anbau;2;NA;9;2136;225000
691;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2136;2136;3;136;GasA;Ex;Y;138;0;138;3;1;4;7;Anbau;2;NA;6;2137;181000
870;Reg;Ja;Burnley;RL;Norm;1Fam;7;2107;2107;3;89;GasA;Ty;Y;120;0;120;2;1;3;5;Anbau;2;NA;11;2139;173000
3865;IR1;Nein;Miller;RL;Norm;2FamAn;5;2099;2120;3;102;GasW;Ty;Y;132;0;132;3;1;3;7;2Typen;3;NA;11;2137;155000
939;Reg;Nein;Grand Park;RL;Norm;2FamAn;7;2070;2129;4;60;GasA;Gut;Y;75;51;126;4;2;3;6;NA;0;NA;9;2138;127500
962;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2097;2097;3;113;GasA;Ty;Y;113;0;113;3;1;3;5;Anbau;1;NA;7;2137;143000
244;Reg;Nein;North East;RL;Norm;RMH;5;2133;2133;3;71;GasA;Ex;Y;71;80;151;2;1;4;6;Eingebaut;2;NA;6;2140;175500
971;Reg;Nein;Burnley;RL;Norm;1Fam;6;2114;2114;3;80;GasA;Ty;Y;82;0;82;3;1;3;5;Anbau;1;NA;12;2137;124500
513;IR1;Nein;Dixon Side;RM;Str;1Fam;7;2050;2127;4;52;GasA;Ty;Y;52;60;113;3;1;3;6;Eingebaut;1;NA;4;2138;115000
1146;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2133;2133;3;99;GasA;Ex;Y;99;104;203;4;1;4;8;Eingebaut;2;NA;6;2139;254750
969;Reg;Nein;Burnley;RL;Norm;1Fam;5;2122;2122;3;58;GasA;Ty;Y;58;62;120;3;1;3;6;Freistehend;2;NA;7;2139;130000
697;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2134;2134;3;108;GasA;Ex;Y;108;0;108;3;1;4;5;NA;0;NA;8;2139;143500
920;Reg;Ja;East End;RL;Norm;1Fam;5;2123;2123;3;125;GasA;Ex;Y;127;118;246;4;1;4;9;Anbau;3;NA;4;2139;260000
762;Reg;Nein;Somerset;RL;Norm;1Fam;5;2107;2107;3;61;GasA;Ex;Y;119;0;119;3;1;3;7;Anbau;2;NA;4;2137;143500
1330;IR1;Nein;North West;RL;Norm;1Fam;5;2126;2126;3;115;GasA;Ex;Y;115;103;217;4;1;4;9;Anbau;3;NA;6;2138;306000
613;Reg;Nein;Burnley;RL;Norm;1Fam;6;2112;2135;3;79;GasA;Gut;Y;79;0;79;3;1;4;6;Anbau;1;NA;7;2138;134500
766;Reg;Nein;Somerset;RL;Str;1Fam;5;2098;2098;3;88;GasA;Ex;Y;113;0;113;3;1;3;5;Anbau;1;NA;8;2138;134000
988;IR2;Nein;ChinaTown;RL;Norm;1Fam;5;2133;2133;3;154;GasA;Ex;Y;155;0;155;3;1;4;8;Anbau;2;NA;5;2140;232000
701;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2050;2080;2;88;GasW;Ud;N;92;35;127;4;1;3;7;Freistehend;1;NA;3;2137;96000
1363;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2096;2129;4;103;GasA;Ex;Y;103;82;185;4;1;4;9;Anbau;2;NA;8;2138;227000
667;IR1;Nein;Somerset;RL;Norm;1Fam;6;2108;2108;3;89;GasA;Ud;Y;97;0;97;3;1;3;6;Freistehend;2;NA;7;2136;160500
644;Reg;Nein;Grand Park;RL;Norm;2FamAn;5;2085;2085;3;73;GasA;Ty;N;73;0;73;2;1;3;4;NA;0;NA;5;2138;91900
882;Reg;Nein;New Gotham;RL;Str;1Fam;5;2071;2080;3;71;GasA;Ty;Y;90;38;128;3;1;3;6;Anbau;1;NA;4;2137;105000
1587;IR1;Ja;Clear Creek;RL;Norm;1Fam;5;2108;2122;3;104;GasA;Ex;Y;104;80;184;4;1;4;8;Anbau;2;NA;5;2140;230000
1630;IR1;Nein;Grand Park;RL;Norm;1Fam;7;2078;2135;4;38;GasA;Ex;Y;123;0;123;3;1;4;6;Freistehend;2;NA;7;2137;216000
1449;Reg;Nein;City Hall;RL;Norm;1Fam;7;2080;2093;4;109;GasA;Gut;Y;119;96;215;4;1;3;9;Anbau;1;NA;7;2136;257000
859;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2092;2092;3;80;GasA;Ex;Y;80;80;159;4;1;3;8;Anbau;2;NA;3;2138;171000
1003;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2090;2090;3;116;GasA;Ex;Y;116;0;116;3;1;3;6;Anbau;1;NA;5;2136;151500
736;Reg;Nein;Miller;RL;Norm;1Fam;5;2129;2130;3;89;GasA;Ex;Y;89;64;153;3;1;3;7;Anbau;2;NA;8;2137;175000
863;IR1;Nein;ChinaTown;RL;Norm;1Fam;7;2107;2119;3;118;GasA;Ty;Y;118;0;118;3;1;4;5;Freistehend;1;NA;10;2139;143500
1507;IR3;Nein;ChinaTown;RL;Norm;1Fam;5;2128;2129;3;96;GasA;Ex;Y;112;115;228;4;1;4;9;Eingebaut;2;NA;5;2137;267000
1198;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2137;2138;3;151;GasA;Ex;Y;151;0;151;2;1;5;6;Anbau;3;NA;9;2139;315500
1433;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2127;2127;3;86;GasA;Ex;Y;86;78;164;3;1;4;7;Anbau;2;NA;8;2139;231500
743;Reg;Nein;New Gotham;RL;Str;2Fam;4;2091;2091;3;167;GasA;Ex;N;167;0;167;6;2;3;10;NA;0;NA;7;2137;141000
871;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2127;2127;3;97;GasA;Ex;Y;97;98;195;4;1;4;9;Anbau;2;NA;4;2140;240000
1325;IR1;Nein;East End;RL;Norm;1Fam;5;2130;2130;3;106;GasA;Ex;Y;106;98;204;4;1;4;9;Anbau;3;NA;12;2138;250000
214;Reg;Nein;Robinson Park;RL;Norm;REH;6;2105;2105;3;79;GasA;Gut;Y;79;56;135;4;1;3;7;Anbau;2;NA;5;2138;143000
148;Reg;Nein;Paris Island;RM;Norm;RMH;6;2103;2103;3;43;GasA;Ty;Y;49;43;92;1;1;3;4;Eingebaut;1;NA;7;2138;94900
838;Reg;Nein;New Gotham;RL;Str;1Fam;5;2094;2094;3;116;GasA;Ty;Y;125;0;125;3;1;3;6;Anbau;2;NA;6;2138;168500
1051;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2084;2084;3;127;GasA;Ex;Y;128;0;128;2;1;3;5;Anbau;2;NA;6;2136;140000
218;Reg;Nein;Robinson Park;RL;Norm;RMH;5;2107;2107;3;79;GasA;Ty;Y;79;56;135;3;1;3;6;Anbau;2;NA;5;2139;137900
785;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2134;2134;3;133;GasA;Ex;Y;133;0;133;3;1;4;8;Anbau;2;NA;4;2138;210000
156;Reg;Nein;Novick District;RM;Norm;RMH;7;2102;2102;3;59;GasA;Ty;Y;59;62;121;3;1;3;6;Freistehend;1;NA;2;2139;119500
892;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2085;2085;4;100;GasA;Ex;Y;107;0;107;2;1;3;6;Anbau;1;NA;10;2137;144000
855;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2115;2115;3;69;GasA;Ty;Y;91;70;161;3;1;4;7;Anbau;2;NA;6;2140;178000
1029;Reg;Nein;Burnley;RL;Norm;1Fam;6;2105;2105;3;105;GasA;Ty;Y;112;0;112;3;1;3;6;Anbau;2;NA;5;2136;148000
785;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2133;2133;3;124;GasA;Ex;Y;124;0;124;3;1;4;6;Anbau;2;NA;10;2137;185000
761;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2084;2084;3;88;GasA;Ex;Y;88;0;88;3;1;3;5;Freistehend;1;NA;10;2137;119000
690;IR1;Nein;Somerset;RL;Norm;2Fam;5;2108;2108;3;123;GasA;Ty;Y;128;0;128;3;1;3;5;Anbau;2;NA;5;2140;160250
823;Reg;Nein;New Gotham;RL;Norm;1Fam;4;2087;2087;3;109;GasA;Ty;Y;109;0;109;3;1;3;6;Anbau;1;NA;5;2138;136500
674;IR1;Nein;City Hall;RL;Norm;1Fam;8;2075;2132;3;96;GasA;Ex;Y;133;82;216;3;1;4;9;Freistehend;1;NA;7;2137;259500
754;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2130;3;89;GasA;Ex;Y;89;66;155;3;1;3;7;Anbau;2;NA;1;2136;172400
1040;IR1;Nein;The Bowery;RL;Norm;1Fam;5;2135;2137;3;104;GasA;Ex;Y;105;127;233;4;1;5;11;Eingebaut;3;NA;6;2138;325000
465;Reg;Nein;University;RL;Norm;1Fam;6;2054;2080;3;95;GasA;Ty;Y;95;62;157;3;1;4;6;Freistehend;1;NA;5;2140;127000
1406;IR1;Nein;East End;RL;Norm;1Fam;5;2125;2126;3;136;GasA;Ex;Y;138;121;260;4;1;5;9;Anbau;3;NA;7;2139;403000
1116;IR1;Nein;East End;RL;Norm;1Fam;5;2128;2128;3;101;GasA;Ex;Y;101;78;179;3;1;4;7;Anbau;2;NA;6;2136;280000
738;Reg;Nein;Somerset West;RL;Str;2Fam;5;2130;2130;3;109;GasA;Ex;Y;109;150;259;6;2;3;8;Eingebaut;4;NA;10;2139;269500
1017;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2082;2082;3;80;GasA;Ty;Y;99;0;99;2;1;2;4;Freistehend;1;NA;5;2140;135000
